STN,YYYYMMDD,TG,TN,TX,Q,RH,UG,EV24
275,20171218,42,15,64,136,30,96,2
275,20171219,51,32,66,132,4,97,2
275,20171220,67,50,79,98,4,98,1
275,20171221,79,68,91,80,6,98,1
275,20171222,79,58,98,153,11,98,2
275,20171223,83,76,88,51,1,95,1
275,20171224,81,72,95,64,9,94,1
275,20171225,68,39,86,73,1,86,1
275,20171226,52,38,68,149,27,84,2
275,20171227,46,21,57,73,39,90,1
275,20171228,24,-1,44,256,-1,84,3
275,20171229,19,-11,57,142,77,92,2
275,20171230,81,34,116,85,61,88,1
275,20171231,107,82,137,83,205,90,1
275,20180101,63,46,87,227,79,87,3
275,20180102,57,28,83,200,54,92,3
275,20180103,78,54,112,52,167,82,1
275,20180104,76,62,105,111,17,87,2
275,20180105,60,40,83,141,49,90,2
275,20180106,39,13,61,194,0,93,2
275,20180107,4,-15,23,348,0,83,4
275,20180108,10,-18,38,381,0,78,4
275,20180109,29,-7,62,220,0,90,3
275,20180110,66,57,73,80,33,94,1
275,20180111,52,4,87,232,1,96,3
275,20180112,39,27,50,95,-1,97,1
275,20180113,44,33,57,101,0,89,1
275,20180114,27,9,50,288,0,81,3
275,20180115,49,14,74,77,107,89,1
275,20180116,41,16,64,366,53,86,4
275,20180117,31,8,52,268,39,84,3
275,20180118,37,-6,96,146,75,88,2
275,20180119,23,6,55,300,83,93,3
275,20180120,18,4,33,122,14,96,1
275,20180121,18,-17,57,477,14,91,5
275,20180122,54,14,80,216,14,94,3
275,20180123,76,31,103,224,26,90,3
275,20180124,115,72,136,101,28,86,2
275,20180125,73,53,87,170,3,91,2
275,20180126,53,23,70,227,0,96,3
275,20180127,50,15,65,269,16,86,3
275,20180128,92,57,105,228,5,93,3
275,20180129,82,23,103,154,65,87,2
275,20180130,31,2,67,463,0,92,5
275,20180131,59,14,92,88,105,93,1
275,20180201,22,5,38,169,47,92,2
275,20180202,39,-12,64,324,77,91,4
275,20180203,15,-13,47,268,2,93,3
275,20180204,8,-11,28,390,1,82,4
275,20180205,6,-28,33,376,-1,83,4
275,20180206,-29,-51,10,670,0,80,6
275,20180207,-40,-81,18,829,0,75,7
275,20180208,-25,-91,41,797,0,80,8
275,20180209,0,-24,24,459,-1,78,5
275,20180210,19,4,56,335,4,89,4
275,20180211,33,6,78,437,110,87,5
275,20180212,14,-8,54,714,15,84,8
275,20180213,16,-11,60,850,0,73,10
275,20180214,14,-27,49,871,0,62,10
275,20180215,24,-14,81,186,42,93,2
275,20180216,10,-35,82,808,0,86,9
275,20180217,10,-34,69,690,0,78,8
275,20180218,10,-40,73,909,0,82,10
275,20180219,12,-19,42,411,0,81,5
275,20180220,3,-52,57,615,0,81,7
275,20180221,-5,-53,49,985,0,78,10
275,20180222,-3,-37,44,1029,0,75,11
275,20180223,-7,-36,32,1103,0,72,11
275,20180224,-10,-39,32,1030,0,56,10
275,20180225,-28,-55,10,1113,0,59,11
275,20180226,-38,-66,3,810,-1,70,7
275,20180227,-50,-84,6,1137,1,76,10
275,20180228,-72,-88,-43,793,-1,69,6
275,20180301,-52,-88,-11,970,0,51,8
275,20180302,-44,-82,-8,991,0,53,9
275,20180303,-25,-54,7,501,-1,64,5
275,20180304,46,-29,114,935,19,77,12
275,20180305,69,33,120,1036,-1,78,14
275,20180306,59,-8,120,735,0,80,10
275,20180307,50,-28,110,760,25,88,10
275,20180308,46,13,76,398,50,87,5
275,20180309,58,12,96,959,29,84,12
275,20180310,112,66,149,674,47,89,10
275,20180311,105,75,141,440,2,89,7
275,20180312,101,71,151,828,31,86,12
275,20180313,56,31,86,318,57,95,4
275,20180314,52,-15,108,1274,-1,80,16
275,20180315,64,16,104,884,20,72,12
275,20180316,28,-6,57,363,30,88,4
275,20180317,-20,-34,-6,643,-1,58,6
275,20180318,-16,-38,12,1004,0,44,10
275,20180319,-10,-46,45,1657,-1,43,17
275,20180320,28,-37,93,1677,1,63,20
275,20180321,28,-9,76,838,0,79,10
275,20180322,55,16,90,509,27,89,7
275,20180323,57,46,68,453,-1,83,6
275,20180324,63,3,120,1161,-1,71,15
275,20180325,54,-21,124,1158,0,72,15
275,20180326,40,0,109,1060,32,89,13
275,20180327,54,5,96,714,11,87,9
275,20180328,57,24,81,346,145,93,4
275,20180329,57,31,100,1012,-1,79,13
275,20180330,89,43,145,1505,49,71,21
275,20180331,75,16,133,1343,49,80,18
275,20180401,50,-8,88,674,4,87,9
275,20180402,74,-9,124,854,18,79,12
275,20180403,128,89,175,1334,1,75,21
275,20180404,100,66,143,780,50,85,11
275,20180405,54,-17,92,906,19,79,12
275,20180406,86,-16,158,1936,0,53,27
275,20180407,139,82,222,1680,0,55,27
275,20180408,150,56,238,1586,0,65,26
275,20180409,137,93,183,1095,0,73,18
275,20180410,161,119,217,1394,-1,67,24
275,20180411,126,65,186,1252,14,80,20
275,20180412,111,72,160,874,-1,84,13
275,20180413,100,25,162,970,0,84,14
275,20180414,109,43,167,1225,22,76,18
275,20180415,129,89,175,1123,36,82,18
275,20180416,114,28,171,1856,-1,75,28
275,20180417,122,22,213,2050,0,68,32
275,20180418,167,50,248,2146,0,56,37
275,20180419,207,103,288,2204,0,45,41
275,20180420,191,97,273,2170,0,56,39
275,20180421,151,69,222,2094,0,63,35
275,20180422,177,103,275,1852,31,65,32
275,20180423,125,73,171,1681,0,70,26
275,20180424,121,87,147,639,2,77,10
275,20180425,113,74,143,964,37,75,15
275,20180426,96,32,146,1730,61,72,25
275,20180427,104,26,164,1309,0,65,19
275,20180428,119,72,156,910,2,75,14
275,20180429,102,32,146,636,71,92,9
275,20180430,95,54,137,683,209,87,10
275,20180501,79,50,125,1544,49,69,21
275,20180502,117,37,173,2297,-1,63,35
275,20180503,98,27,162,2367,0,66,34
275,20180504,120,28,189,2574,0,61,40
275,20180505,151,67,226,2616,0,52,43
275,20180506,186,99,260,2708,0,44,48
275,20180507,192,123,260,2701,0,50,48
275,20180508,206,133,275,2663,0,45,49
275,20180509,202,113,282,2504,0,56,46
275,20180510,122,50,170,1209,12,81,19
275,20180511,126,14,198,2262,0,66,35
275,20180512,181,100,242,2245,0,54,39
275,20180513,142,119,175,751,38,86,12
275,20180514,192,118,269,2455,0,68,44
275,20180515,189,123,249,2593,0,52,46
275,20180516,154,81,229,1702,4,70,28
275,20180517,108,37,161,2752,0,67,41
275,20180518,99,19,154,1855,0,71,27
275,20180519,98,46,135,632,13,91,9
275,20180520,158,21,245,2665,0,61,45
275,20180521,194,114,259,2684,0,47,48
275,20180522,183,135,261,1765,47,70,31
275,20180523,186,142,257,1667,-1,67,30
275,20180524,183,135,229,1339,2,67,24
275,20180525,201,150,255,1890,-1,74,34
275,20180526,226,156,291,2476,0,57,47
275,20180527,209,169,280,1704,1,64,32
275,20180528,238,153,305,2579,0,59,50
275,20180529,221,178,312,1862,301,77,35
275,20180530,215,160,274,2479,0,74,46
275,20180531,212,157,264,1758,0,79,33
275,20180601,178,135,239,1110,30,89,19
275,20180602,171,150,193,733,8,89,13
275,20180603,194,150,247,1413,0,79,25
275,20180604,182,152,237,1616,0,82,28
275,20180605,168,132,227,1800,-1,76,31
275,20180606,206,117,287,2867,0,64,53
275,20180607,229,134,294,2791,0,55,53
275,20180608,182,166,215,762,143,86,13
275,20180609,205,160,266,2511,0,72,46
275,20180610,185,126,245,2620,0,76,46
275,20180611,174,104,236,2748,0,70,48
275,20180612,144,117,180,1266,0,77,21
275,20180613,135,86,183,1207,5,79,19
275,20180614,153,96,201,1389,18,81,23
275,20180615,181,133,236,2059,0,74,36
275,20180616,176,128,247,2058,0,66,36
275,20180617,153,127,185,1120,0,75,19
275,20180618,160,129,187,780,2,84,13
275,20180619,175,138,201,742,1,84,13
275,20180620,191,141,259,2005,0,78,36
275,20180621,146,104,174,2167,3,68,35
275,20180622,132,90,165,1333,4,68,21
275,20180623,144,82,196,1487,-1,70,24
275,20180624,141,93,175,1014,-1,81,16
275,20180625,160,93,219,2044,0,75,34
275,20180626,167,74,244,2873,0,67,49
275,20180627,187,103,265,2681,0,71,48
275,20180628,219,144,290,2649,0,57,50
275,20180629,208,139,283,2999,0,59,55
275,20180630,213,132,284,3059,0,48,57
275,20180701,210,151,263,3100,0,34,57
275,20180702,205,123,273,3075,0,39,56
275,20180703,207,126,288,2962,0,52,55
275,20180704,203,126,287,2397,0,61,44
275,20180705,189,125,259,2812,0,68,50
275,20180706,198,134,262,2415,0,59,44
275,20180707,186,98,260,2785,0,54,49
275,20180708,179,82,251,2925,0,64,51
275,20180709,169,92,231,1543,-1,74,27
275,20180710,161,120,220,1395,21,73,24
275,20180711,170,76,232,1668,-1,72,29
275,20180712,193,118,264,2845,0,68,51
275,20180713,187,102,269,2776,0,69,49
275,20180714,191,112,263,2858,0,63,51
275,20180715,214,126,291,2892,0,52,54
275,20180716,233,155,306,2716,0,45,52
275,20180717,212,126,281,2575,0,57,48
275,20180718,196,91,260,2020,0,58,37
275,20180719,210,128,277,1701,0,53,32
275,20180720,197,83,273,2510,0,62,45
275,20180721,216,135,291,2372,0,61,44
275,20180722,208,132,289,2241,0,66,41
275,20180723,225,113,312,2397,0,62,46
275,20180724,259,169,332,2232,0,54,45
275,20180725,267,210,334,2416,0,49,49
275,20180726,290,194,370,2538,-1,44,53
275,20180727,303,244,361,2566,0,30,54
275,20180728,211,119,275,1548,82,67,29
275,20180729,222,121,278,1775,-1,52,34
275,20180730,251,181,322,2201,-1,55,43
275,20180731,221,146,285,2282,0,64,43
275,20180801,213,125,283,1718,0,60,32
275,20180802,235,131,322,2270,0,56,44
275,20180803,250,142,334,2480,0,53,49
275,20180804,231,161,308,2068,0,64,40
275,20180805,206,143,272,2457,0,65,45
275,20180806,242,155,325,2557,0,50,50
275,20180807,269,139,356,2354,2,42,48
275,20180808,199,114,248,1025,19,73,19
275,20180809,176,101,238,953,109,80,17
275,20180810,170,123,219,1836,93,71,32
275,20180811,155,99,221,1999,-1,70,33
275,20180812,203,87,275,1856,0,56,34
275,20180813,184,154,226,776,128,83,14
275,20180814,192,166,239,1725,9,77,31
275,20180815,189,157,232,960,-1,81,17
275,20180816,188,142,246,1560,0,76,28
275,20180817,170,101,233,1606,110,78,28
275,20180818,173,95,220,1267,0,78,22
275,20180819,197,159,241,1370,0,76,25
275,20180820,194,138,229,867,0,82,16
275,20180821,202,151,256,1028,0,77,19
275,20180822,202,134,272,1783,0,75,33
275,20180823,183,120,236,998,36,83,18
275,20180824,158,117,199,1484,-1,69,25
275,20180825,121,85,169,1303,168,88,20
275,20180826,141,52,204,1802,8,71,29
275,20180827,165,125,210,816,27,82,14
275,20180828,175,143,220,1159,0,74,20
275,20180829,171,119,241,1011,132,80,17
275,20180830,148,81,201,1787,0,78,29
275,20180831,126,59,198,1179,0,78,18
275,20180901,138,60,212,1830,0,72,29
275,20180902,169,105,234,1810,0,68,31
275,20180903,190,154,236,870,-1,82,16
275,20180904,195,163,258,1038,85,88,19
275,20180905,204,164,256,1388,1,77,25
275,20180906,166,138,198,529,176,94,9
275,20180907,141,114,176,1322,80,77,21
275,20180908,143,99,193,1344,-1,76,22
275,20180909,177,122,232,1459,0,70,25
275,20180910,172,144,202,837,0,80,14
275,20180911,187,137,241,1138,0,77,20
275,20180912,150,115,187,487,22,94,8
275,20180913,131,65,198,1575,0,76,25
275,20180914,129,43,201,1603,0,74,25
275,20180915,143,85,197,1085,0,79,18
275,20180916,150,85,222,1400,0,75,23
275,20180917,167,92,242,1551,0,68,27
275,20180918,198,147,267,1618,0,62,29
275,20180919,191,138,241,1490,0,71,27
275,20180920,198,160,241,1242,0,67,23
275,20180921,152,98,201,998,116,71,17
275,20180922,113,84,159,727,64,90,11
275,20180923,93,63,108,246,138,97,4
275,20180924,92,36,156,1333,7,83,19
275,20180925,88,24,157,1122,0,81,16
275,20180926,121,43,186,1404,0,70,22
275,20180927,136,58,213,1487,0,69,24
275,20180928,108,28,162,968,-1,75,14
275,20180929,72,3,159,1360,0,78,18
275,20180930,96,1,176,1245,-1,76,18
275,20181001,83,52,135,1081,27,87,15
275,20181002,103,70,163,607,11,88,9
275,20181003,111,72,159,990,-1,79,15
275,20181004,136,102,178,664,-1,85,11
275,20181005,129,71,212,1282,0,80,20
275,20181006,146,68,217,1182,5,82,19
275,20181007,97,23,151,1039,-1,81,15
275,20181008,88,19,161,1010,0,83,14
275,20181009,110,53,182,1046,0,81,16
275,20181010,166,78,242,1168,0,71,20
275,20181011,177,119,239,922,0,71,16
275,20181012,192,145,240,1037,0,73,19
275,20181013,206,159,264,994,0,63,18
275,20181014,190,136,260,977,0,61,17
275,20181015,176,134,235,977,0,68,17
275,20181016,159,96,237,789,0,73,13
275,20181017,145,85,207,893,0,83,15
275,20181018,118,69,166,598,-1,84,9
275,20181019,92,38,162,905,0,83,13
275,20181020,81,-2,154,772,0,85,11
275,20181021,113,68,158,665,0,81,10
275,20181022,98,11,152,683,2,80,10
275,20181023,115,28,143,167,-1,83,3
275,20181024,135,120,156,403,19,90,6
275,20181025,115,106,132,224,12,92,3
275,20181026,89,50,112,224,42,92,3
275,20181027,57,25,112,723,-1,88,9
275,20181028,35,1,75,719,0,79,9
275,20181029,41,17,59,168,-1,89,2
275,20181030,55,35,90,280,160,92,4
275,20181031,83,39,112,691,3,81,10
275,20181101,102,84,128,316,45,82,5
275,20181102,68,6,112,485,3,88,6
275,20181103,38,-10,96,565,0,91,7
275,20181104,64,-2,122,663,0,89,9
275,20181105,77,53,97,268,0,96,4
275,20181106,124,65,195,600,0,80,9
275,20181107,115,82,150,446,12,81,7
275,20181108,91,44,134,645,0,83,9
275,20181109,93,64,117,387,-1,88,6
275,20181110,118,97,130,100,46,91,2
275,20181111,113,85,133,198,49,89,3
275,20181112,98,84,111,126,52,97,2
275,20181113,96,66,122,314,2,89,5
275,20181114,76,48,121,517,0,93,7
275,20181115,64,28,123,551,0,90,7
275,20181116,50,6,96,525,0,87,7
275,20181117,38,6,91,538,0,81,7
275,20181118,21,-16,68,533,0,76,6
275,20181119,46,27,66,226,2,83,3
275,20181120,29,19,39,71,-1,77,1
275,20181121,27,2,52,408,0,84,5
275,20181122,25,7,40,145,0,88,2
275,20181123,30,-5,77,360,0,89,4
275,20181124,20,5,28,97,1,98,1
275,20181125,30,22,42,69,-1,98,1
275,20181126,43,31,58,134,0,90,2
275,20181127,32,9,55,212,0,86,3
275,20181128,51,12,87,142,16,89,2
275,20181129,86,80,93,105,93,92,1
275,20181130,92,58,114,242,-1,87,3
275,20181201,73,48,93,240,30,94,3
275,20181202,114,89,130,73,80,97,1
275,20181203,112,66,128,163,29,93,2
275,20181204,36,-12,81,381,-1,92,5
275,20181205,48,14,74,155,15,95,2
275,20181206,107,73,122,69,29,97,1
275,20181207,95,51,116,42,135,94,1
275,20181208,80,56,103,80,152,89,1
275,20181209,70,37,90,195,140,89,3
275,20181210,41,21,73,255,28,88,3
275,20181211,23,-28,72,276,-1,93,3
275,20181212,10,-29,36,117,-1,94,1
275,20181213,10,-5,26,317,0,91,3
275,20181214,3,-16,22,365,0,88,4
275,20181215,1,-9,8,98,0,71,1
275,20181216,8,-14,25,112,22,98,1
275,20181217,50,19,73,74,35,98,1
275,20181218,59,49,72,234,0,89,3
275,20181219,71,48,93,105,4,88,1
275,20181220,73,49,83,73,29,91,1
275,20181221,92,72,122,51,164,94,1
275,20181222,85,65,98,86,79,93,1
275,20181223,69,55,82,56,99,97,1
275,20181224,43,5,71,349,3,93,4
275,20181225,41,10,68,222,0,86,3
275,20181226,25,4,42,85,0,96,1
275,20181227,6,-25,45,220,0,90,2
275,20181228,9,-38,36,48,0,98,1
275,20181229,67,36,98,74,11,93,1
275,20181230,77,55,90,138,24,93,2
275,20181231,86,72,98,132,1,96,2
275,20190101,67,43,86,121,11,84,2
275,20190102,44,15,69,278,-1,77,3
275,20190103,26,-10,56,217,4,94,3
275,20190104,38,4,55,50,8,97,1
275,20190105,64,54,73,98,29,95,1
275,20190106,49,3,76,258,6,95,3
275,20190107,53,-12,93,63,41,96,1
275,20190108,62,42,81,163,54,83,2
275,20190109,37,4,68,365,12,80,4
275,20190110,10,-19,37,110,15,95,1
275,20190111,58,24,77,111,28,98,1
275,20190112,66,55,80,70,70,95,1
275,20190113,81,60,95,57,119,92,1
275,20190114,39,-8,71,327,23,90,4
275,20190115,53,-7,88,163,0,92,2
275,20190116,57,42,72,117,34,90,2
275,20190117,24,-12,46,170,88,96,2
275,20190118,-14,-60,35,500,0,91,5
275,20190119,-17,-34,11,393,0,86,4
275,20190120,-32,-75,22,547,0,79,5
275,20190121,-37,-102,27,630,0,84,6
275,20190122,-26,-53,-10,193,52,90,2
275,20190123,-16,-31,-1,250,0,89,2
275,20190124,-40,-47,-30,276,0,87,2
275,20190125,-11,-47,48,210,20,98,2
275,20190126,63,44,70,93,30,96,1
275,20190127,51,18,69,142,45,94,2
275,20190128,28,-11,47,214,45,92,3
275,20190129,5,-26,35,545,0,85,6
275,20190130,1,-9,26,334,20,87,4
275,20190131,-9,-18,3,186,1,97,2
275,20190201,9,-11,27,197,20,96,2
275,20190202,10,1,17,181,50,98,2
275,20190203,7,-33,58,573,0,92,6
275,20190204,16,-8,37,242,11,88,3
275,20190205,34,24,44,137,0,97,2
275,20190206,46,24,68,114,143,92,1
275,20190207,76,59,94,450,71,82,6
275,20190208,76,51,95,128,42,87,2
275,20190209,83,67,102,360,3,75,5
275,20190210,62,30,94,128,308,94,2
275,20190211,36,-19,75,488,12,89,6
275,20190212,34,-27,85,545,0,90,7
275,20190213,47,33,68,209,0,87,3
275,20190214,50,0,124,834,0,72,11
275,20190215,70,-1,157,901,0,62,12
275,20190216,67,11,134,867,0,74,12
275,20190217,77,0,155,815,0,69,11
275,20190218,69,0,146,876,0,71,12
275,20190219,63,33,104,531,3,88,7
275,20190220,66,31,109,674,0,78,9
275,20190221,79,39,114,469,6,91,6
275,20190222,87,58,117,282,1,96,4
275,20190223,65,26,121,1025,0,77,14
275,20190224,66,-20,156,1047,0,54,14
275,20190225,71,-7,179,1083,0,60,15
275,20190226,82,-8,195,1079,0,64,15
275,20190227,94,7,189,1132,0,60,16
275,20190228,70,-14,127,765,12,87,10
275,20190301,60,42,88,187,-1,86,2
275,20190302,78,41,121,604,2,84,8
275,20190303,106,87,124,166,70,85,2
275,20190304,81,53,124,554,54,74,8
275,20190305,64,44,104,756,7,76,10
275,20190306,95,59,127,439,26,81,6
275,20190307,88,68,109,739,130,78,10
275,20190308,73,53,101,886,31,75,12
275,20190309,77,56,111,495,68,80,7
275,20190310,49,17,103,250,144,88,3
275,20190311,39,6,74,617,51,81,8
275,20190312,60,13,95,528,29,71,7
275,20190313,64,42,91,368,111,80,5
275,20190314,73,56,102,241,115,81,3
275,20190315,83,58,120,259,64,84,4
275,20190316,93,64,111,278,60,79,4
275,20190317,64,27,107,966,63,77,13
275,20190318,42,-22,96,1034,2,77,13
275,20190319,38,-45,114,1194,0,78,15
275,20190320,80,14,112,470,-1,86,7
275,20190321,94,35,144,1375,0,85,20
275,20190322,105,62,188,1462,0,76,22
275,20190323,78,22,118,451,-1,83,6
275,20190324,50,-25,111,1512,0,73,19
275,20190325,67,46,91,952,26,74,13
275,20190326,66,28,98,623,1,74,8
275,20190327,79,6,129,1162,0,73,16
275,20190328,84,22,117,477,0,80,7
275,20190329,90,5,179,1733,0,71,25
275,20190330,106,37,187,1483,0,69,22
275,20190331,78,19,127,1341,-1,68,18
275,20190401,73,-2,143,1936,0,56,26
275,20190402,97,56,160,998,42,74,14
275,20190403,70,44,93,815,4,80,11
275,20190404,52,21,92,677,0,81,9
275,20190405,69,-2,115,1237,0,78,17
275,20190406,106,72,158,1053,0,79,16
275,20190407,146,91,213,1785,-1,58,29
275,20190408,145,88,212,1844,0,52,30
275,20190409,90,45,149,2051,0,61,29
275,20190410,57,7,117,2150,0,57,28
275,20190411,56,-6,114,1894,0,57,24
275,20190412,39,-5,81,954,0,63,12
275,20190413,20,-23,74,1626,2,75,19
275,20190414,55,-19,115,1862,-1,67,24
275,20190415,108,45,172,2071,0,56,31
275,20190416,119,54,188,2050,0,50,32
275,20190417,132,72,170,1023,-1,65,16
275,20190418,166,106,220,2126,0,39,36
275,20190419,172,96,244,2261,0,39,39
275,20190420,170,96,247,2276,0,42,39
275,20190421,158,77,243,2314,0,41,39
275,20190422,180,102,253,2222,0,37,39
275,20190423,159,93,219,1908,0,48,32
275,20190424,172,99,268,1773,82,61,31
275,20190425,126,79,192,1461,69,78,23
275,20190426,120,85,177,1408,-1,74,22
275,20190427,97,69,133,1172,15,74,17
275,20190428,93,49,145,1527,-1,74,22
275,20190429,102,16,165,1875,0,73,28
275,20190430,92,25,134,846,0,82,12
275,20190501,95,22,164,1858,0,76,27
275,20190502,91,14,162,1187,26,85,17
275,20190503,77,44,113,1320,17,73,18
275,20190504,48,-4,105,1686,21,77,21
275,20190505,61,1,113,1662,-1,70,22
275,20190506,63,2,117,1146,7,78,15
275,20190507,78,16,127,1149,-1,70,16
275,20190508,94,57,136,824,80,79,12
275,20190509,117,68,166,1704,11,79,26
275,20190510,99,59,132,941,4,80,14
275,20190511,94,23,154,2353,0,66,34
275,20190512,78,-3,147,1722,-1,67,24
275,20190513,90,-14,164,2755,0,57,39
275,20190514,107,29,170,2606,0,59,39
275,20190515,117,47,178,2795,0,49,43
275,20190516,115,52,182,1799,0,60,27
275,20190517,111,86,136,846,3,79,13
275,20190518,154,62,226,2044,0,70,34
275,20190519,161,108,245,1859,26,76,31
275,20190520,138,118,171,798,0,89,13
275,20190521,118,105,132,390,3,93,6
275,20190522,130,52,192,2156,0,66,34
275,20190523,146,46,227,2649,0,56,43
275,20190524,155,64,241,2346,0,56,39
275,20190525,129,54,185,1612,0,70,25
275,20190526,155,63,216,1443,34,73,24
275,20190527,140,72,187,1784,-1,67,29
275,20190528,106,45,153,1067,167,81,16
275,20190529,125,11,191,2746,-1,63,43
275,20190530,166,129,215,896,-1,77,15
275,20190531,175,109,218,2149,0,69,37
275,20190601,190,97,264,2751,0,66,49
275,20190602,235,145,314,2748,3,54,53
275,20190603,175,126,212,1448,0,71,25
275,20190604,190,96,250,2087,97,67,37
275,20190605,179,140,217,1530,103,80,27
275,20190606,143,102,193,1580,44,76,26
275,20190607,163,91,242,2120,6,64,36
275,20190608,144,99,183,1154,11,64,19
275,20190609,154,89,207,2145,0,64,36
275,20190610,182,129,241,2097,2,68,37
275,20190611,155,120,204,2242,9,73,37
275,20190612,152,111,196,1304,177,79,22
275,20190613,145,110,194,2046,116,75,33
275,20190614,179,111,241,1989,-1,74,35
275,20190615,166,112,203,1426,98,84,24
275,20190616,169,115,215,2142,0,76,37
275,20190617,193,98,263,2686,0,66,48
275,20190618,217,132,279,2209,0,63,41
275,20190619,200,154,262,1806,-1,76,33
275,20190620,173,103,218,1955,-1,77,34
275,20190621,152,99,211,2112,-1,72,35
275,20190622,175,82,242,2462,0,66,43
275,20190623,229,140,298,2701,0,53,52
275,20190624,259,193,318,2740,0,53,55
275,20190625,277,216,342,2516,0,56,51
275,20190626,208,150,263,2515,0,75,46
275,20190627,171,114,235,3026,0,66,52
275,20190628,184,113,255,2815,0,63,50
275,20190629,240,131,327,3082,0,50,60
275,20190630,223,137,269,2679,0,54,51
275,20190701,177,105,236,2343,0,65,41
275,20190702,165,95,225,2249,1,62,38
275,20190703,142,62,206,2012,0,64,33
275,20190704,165,46,241,2782,0,62,47
275,20190705,192,116,256,2830,0,58,51
275,20190706,166,102,256,1676,24,79,29
275,20190707,136,82,189,1673,0,71,27
275,20190708,134,79,173,1275,-1,73,20
275,20190709,149,73,210,2458,-1,65,40
275,20190710,138,61,193,1132,30,79,18
275,20190711,186,123,245,1578,6,76,28
275,20190712,162,113,229,1087,203,89,18
275,20190713,167,140,208,1530,11,80,26
275,20190714,154,132,188,1339,1,75,22
275,20190715,148,127,186,1070,-1,76,18
275,20190716,149,98,179,801,-1,78,13
275,20190717,168,83,238,1989,0,72,34
275,20190718,192,138,246,1870,2,71,34
275,20190719,196,146,246,1742,-1,69,32
275,20190720,192,155,238,1205,225,77,22
275,20190721,183,125,239,2244,0,70,40
275,20190722,207,130,273,2444,0,67,45
275,20190723,248,140,328,2732,0,59,54
275,20190724,286,210,370,2606,0,49,54
275,20190725,301,167,392,2519,0,50,53
275,20190726,301,230,375,2564,0,43,54
275,20190727,242,173,320,2219,0,62,43
275,20190728,206,168,273,1677,0,79,31
275,20190729,205,140,270,2401,0,64,44
275,20190730,225,129,303,2225,0,56,42
275,20190731,183,144,227,1423,16,70,25
275,20190801,180,134,226,1479,7,77,26
275,20190802,171,131,215,940,258,92,16
275,20190803,164,125,199,790,1,88,13
275,20190804,191,106,255,1832,0,72,33
275,20190805,210,172,253,1773,-1,70,33
275,20190806,188,148,238,1803,-1,70,32
275,20190807,191,152,243,2034,-1,67,36
275,20190808,182,127,246,1751,0,69,31
275,20190809,198,146,229,625,94,82,11
275,20190810,200,165,239,1635,9,65,30
275,20190811,180,142,223,1666,0,64,29
275,20190812,161,128,230,1769,70,79,30
275,20190813,134,95,188,1461,118,90,23
275,20190814,160,103,220,2015,41,79,34
275,20190815,168,127,214,1040,76,89,18
275,20190816,170,100,216,1656,7,78,29
275,20190817,172,158,197,402,65,93,7
275,20190818,162,128,194,860,15,89,15
275,20190819,156,119,209,1610,1,79,27
275,20190820,154,84,215,1932,0,75,32
275,20190821,153,79,223,2017,0,71,34
275,20190822,172,96,246,2210,0,67,38
275,20190823,186,90,267,2092,0,64,37
275,20190824,217,146,301,2221,0,55,42
275,20190825,228,128,313,2138,0,57,41
275,20190826,251,170,322,1953,0,64,39
275,20190827,246,166,334,1881,0,66,37
275,20190828,234,185,296,1766,7,70,34
275,20190829,183,111,230,1219,52,82,22
275,20190830,163,91,237,2036,0,75,35
275,20190831,200,102,294,1952,82,70,36
275,20190901,160,103,206,1311,-1,74,22
275,20190902,145,90,207,1641,0,70,27
275,20190903,158,128,195,617,-1,79,10
275,20190904,151,114,192,654,58,88,11
275,20190905,127,57,170,1385,14,82,22
275,20190906,134,69,182,1311,10,74,21
275,20190907,136,107,179,1174,27,89,19
275,20190908,130,65,177,1328,0,77,21
275,20190909,110,41,187,1209,0,81,18
275,20190910,122,40,193,1239,0,76,19
275,20190911,138,73,169,431,35,94,7
275,20190912,186,167,220,1182,6,82,21
275,20190913,166,102,211,1418,6,77,24
275,20190914,130,67,209,1710,0,71,27
275,20190915,154,62,236,1478,0,75,25
275,20190916,129,82,156,448,75,94,7
275,20190917,113,56,185,1009,-1,80,15
275,20190918,100,26,173,1332,0,79,19
275,20190919,107,50,170,1205,0,78,18
275,20190920,118,34,193,1576,0,69,24
275,20190921,163,82,237,1650,0,52,28
275,20190922,192,124,280,1385,3,62,25
275,20190923,163,130,206,843,9,86,14
275,20190924,150,126,189,556,63,86,9
275,20190925,152,130,176,571,15,89,9
275,20190926,156,139,177,240,136,96,4
275,20190927,154,134,193,980,0,83,16
275,20190928,153,136,181,756,6,82,13
275,20190929,145,129,162,221,318,94,4
275,20190930,139,121,175,926,40,87,15
275,20191001,147,97,179,538,275,93,9
275,20191002,100,75,137,1015,-1,84,15
275,20191003,102,61,155,942,70,91,14
275,20191004,101,88,137,183,111,95,3
275,20191005,97,60,138,1042,0,82,15
275,20191006,85,79,92,244,101,91,3
275,20191007,97,51,122,590,3,89,9
275,20191008,129,112,153,361,57,92,6
275,20191009,114,92,136,572,59,86,9
275,20191010,118,88,153,889,12,83,14
275,20191011,142,120,163,250,23,84,4
275,20191012,126,102,162,137,22,94,2
275,20191013,171,102,222,627,55,86,11
275,20191014,156,107,192,755,-1,89,13
275,20191015,147,124,173,407,25,92,7
275,20191016,130,108,145,452,97,94,7
275,20191017,133,112,161,589,14,92,9
275,20191018,122,102,151,438,28,82,7
